City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band
City 1929,23.5,-131.32,5.69,1.0,982.64,19.76,79.05,14.51,1.87,Tropical
City 1930,-51.57,63.16,3.47,10.3,602.47,20639.33,75.76,310.31,4.28,Temperate
City 1931,15.4,-37.44,6.51,2.78,1149.42,397.57,75.66,22.0,2.41,Tropical
City 1932,12.99,-132.12,6.29,7.77,1125.21,8999.52,72.62,144.48,3.78,Equatorial
City 1933,12.89,-122.85,5.61,4.34,964.83,1490.27,76.08,33.89,2.7,Equatorial
City 1934,18.45,161.74,5.31,7.35,947.36,7367.05,75.76,115.86,3.52,Tropical
City 1935,27.94,136.66,5.1,10.3,872.45,20849.73,73.97,298.86,4.48,Tropical
City 1936,44.65,146.54,2.72,5.44,467.83,2978.73,79.91,53.02,2.63,Subtropical
City 1937,-24.92,176.95,6.09,5.08,1037.92,2534.04,78.82,54.53,3.01,Tropical
City 1938,47.26,-105.01,3.91,8.54,670.71,11808.6,77.5,176.48,3.73,Temperate
City 1939,4.77,-52.04,7.28,8.32,1304.27,11260.85,75.37,188.35,4.15,Equatorial
City 1940,-49.98,60.92,2.71,7.35,473.31,7907.58,74.62,116.84,3.14,Temperate
City 1941,-52.39,-5.83,3.96,7.75,675.44,8495.0,71.85,128.0,3.41,Temperate
City 1942,-16.55,-29.38,6.96,6.85,1249.52,6001.35,73.06,100.9,3.58,Tropical
City 1943,42.04,-51.19,3.4,6.76,607.35,5759.42,77.74,91.3,3.09,Subtropical
City 1944,32.0,33.76,5.15,7.58,913.62,7974.72,74.54,130.47,3.57,Subtropical
City 1945,42.52,27.21,4.02,4.37,721.67,1640.95,78.82,36.57,2.51,Subtropical
City 1946,7.24,-121.88,5.72,10.26,985.1,21084.22,71.48,296.45,4.53,Equatorial
City 1947,-2.77,-10.17,7.05,1.0,1257.87,18.97,75.08,18.39,2.04,Equatorial
City 1948,-40.83,19.25,4.56,7.28,806.42,7356.05,76.47,115.57,3.4,Subtropical
City 1949,-17.33,25.3,5.49,5.65,980.33,3271.98,75.17,61.95,3.04,Tropical
City 1950,-3.58,-104.36,7.33,9.14,1304.96,14589.71,78.89,233.46,4.46,Equatorial
City 1951,-48.48,87.22,2.77,5.54,481.0,3322.61,79.9,59.83,2.67,Temperate
City 1952,-31.32,-170.93,4.06,12.09,721.67,33848.16,71.16,453.48,4.97,Subtropical
City 1953,17.77,-52.26,5.82,7.67,1005.44,8360.92,71.3,120.4,3.64,Tropical
City 1954,35.64,100.88,4.52,8.61,782.93,12325.5,71.3,173.26,3.76,Subtropical
City 1955,69.79,23.0,1.76,8.52,300.54,11567.1,76.81,167.57,3.39,Polar
City 1956,61.3,-85.98,3.11,11.56,558.4,29477.12,73.73,421.11,4.69,Polar
City 1957,23.53,70.18,5.62,4.54,971.43,1781.07,77.33,39.18,2.77,Tropical
City 1958,-5.24,24.26,7.06,7.69,1237.38,8533.73,74.05,141.29,3.88,Equatorial
City 1959,22.7,106.65,5.35,3.84,930.3,1102.91,76.28,28.66,2.53,Tropical
City 1960,42.13,84.61,4.35,7.93,781.59,9859.87,77.7,160.52,3.62,Subtropical
City 1961,-44.62,39.64,3.65,7.07,633.43,6374.08,75.48,101.33,3.19,Subtropical
City 1962,-6.71,-4.26,7.5,2.2,1333.39,212.25,75.4,23.27,2.41,Equatorial
City 1963,49.17,-132.05,3.15,10.77,562.72,23769.23,70.88,344.94,4.35,Temperate
City 1964,-10.1,-85.92,7.35,6.35,1280.74,4964.93,74.11,91.36,3.51,Equatorial
City 1965,14.34,-29.12,6.01,8.46,1045.02,11921.81,75.46,190.99,4.01,Equatorial
City 1966,16.41,35.75,5.16,1.19,916.41,32.01,74.62,13.29,1.8,Tropical
City 1967,-36.02,4.93,5.16,10.26,924.8,21258.33,79.01,341.88,4.59,Subtropical
City 1968,-12.91,-76.25,6.16,11.55,1093.58,28315.25,79.07,463.03,5.23,Equatorial
City 1969,-16.51,-177.67,6.27,4.52,1080.07,1694.14,78.22,39.16,2.87,Tropical
City 1970,-56.59,-1.35,3.65,14.4,652.98,57641.85,73.75,820.15,6.05,Temperate
City 1971,-56.86,-77.17,3.19,9.03,554.51,14523.49,77.17,214.52,3.8,Temperate
City 1972,48.12,84.46,3.34,5.38,586.24,3082.7,73.95,51.87,2.64,Temperate
City 1973,-24.5,-171.38,5.77,5.69,1029.37,3545.65,72.33,62.65,3.06,Tropical
City 1974,7.35,30.54,6.49,7.36,1114.82,7581.58,73.43,122.3,3.68,Equatorial
City 1975,-21.17,158.93,5.86,4.02,1042.41,1213.44,70.71,30.47,2.59,Tropical
City 1976,62.29,-117.21,1.56,8.73,275.02,13270.96,73.32,197.84,3.43,Polar
City 1977,-26.29,-10.21,5.38,8.11,963.21,9953.47,74.61,155.6,3.77,Tropical
City 1978,-4.14,-147.09,6.39,4.42,1097.39,1685.25,79.55,43.59,2.88,Equatorial
City 1979,53.45,45.25,4.08,10.81,711.6,24062.17,73.13,337.71,4.51,Temperate
City 1980,49.45,18.19,3.85,9.54,686.56,16683.67,79.02,259.11,4.1,Temperate
City 1981,-35.81,-33.35,4.61,8.78,785.17,12714.59,72.29,184.84,3.85,Subtropical
City 1982,44.34,7.7,4.14,7.35,708.29,7925.04,71.91,115.21,3.32,Subtropical
City 1983,-0.44,142.77,6.47,4.62,1164.04,1891.3,75.19,43.1,2.89,Equatorial
City 1984,2.79,-109.33,7.5,1.96,1296.03,149.69,76.73,21.29,2.36,Equatorial
City 1985,-42.65,-171.88,5.01,11.49,900.64,27297.79,70.44,380.6,4.85,Subtropical
City 1986,-49.52,130.2,3.73,7.37,640.9,7653.24,72.21,115.43,3.26,Temperate
City 1987,34.63,27.76,5.37,10.29,932.46,21145.85,74.56,307.88,4.53,Subtropical
City 1988,4.54,140.64,6.4,3.87,1135.76,1129.64,73.31,30.94,2.66,Equatorial
City 1989,-3.21,34.9,6.38,4.83,1126.0,2226.53,77.13,49.71,2.96,Equatorial
City 1990,34.84,111.66,4.58,6.25,805.56,4388.66,75.11,71.26,3.07,Subtropical
City 1991,39.52,-25.32,4.45,5.41,780.31,2852.89,71.6,48.14,2.77,Subtropical
City 1992,-39.34,89.95,4.05,3.57,722.49,863.62,78.94,22.64,2.29,Subtropical
City 1993,19.33,148.69,5.92,3.29,1019.59,645.8,72.93,22.04,2.43,Tropical
City 1994,-42.4,25.96,4.18,7.43,729.95,8184.62,77.31,127.41,3.41,Subtropical
City 1995,37.68,-114.92,3.86,8.3,662.77,10536.87,77.8,157.18,3.63,Subtropical
City 1996,25.4,-83.23,5.48,9.07,964.45,14118.93,79.63,222.1,4.17,Tropical
City 1997,64.36,-108.49,2.93,9.32,504.85,14678.57,74.99,219.85,3.82,Polar
City 1998,-51.04,-91.13,3.51,6.9,608.98,6252.47,76.16,94.7,3.13,Temperate
City 1999,-52.58,-69.69,3.9,5.65,680.6,3386.28,73.35,56.3,2.78,Temperate
City 2000,-23.32,19.85,4.76,7.53,810.34,7728.69,76.78,129.99,3.52,Tropical
City 2001,-25.98,31.68,5.42,10.06,925.61,18984.61,74.63,290.99,4.46,Tropical
City 2002,-27.89,-26.46,4.46,9.96,789.21,18531.01,74.38,267.43,4.26,Tropical
City 2003,57.81,41.55,2.4,11.56,417.61,30834.05,78.55,487.3,4.73,Temperate
City 2004,-27.56,-150.63,4.76,8.35,849.54,10730.05,70.5,152.33,3.69,Tropical
City 2005,-24.65,-148.4,4.8,10.71,850.0,23442.71,78.82,347.43,4.66,Tropical
City 2006,38.72,-118.14,4.02,8.7,682.96,13164.16,78.52,217.33,3.85,Subtropical
City 2007,-1.53,6.51,6.79,5.77,1195.39,3759.56,75.06,73.42,3.27,Equatorial
City 2008,40.97,-102.96,4.55,7.3,777.85,7760.1,74.9,121.07,3.4,Subtropical
City 2009,-51.5,-78.02,3.23,5.75,575.08,3780.51,73.62,61.99,2.72,Temperate
City 2010,3.38,-35.89,5.97,2.63,1074.15,344.79,79.94,21.94,2.34,Equatorial
City 2011,-55.63,112.27,3.68,9.54,644.43,16838.43,71.11,228.62,3.95,Temperate
City 2012,-51.86,-175.01,2.95,9.34,521.92,14833.97,75.9,214.46,3.83,Temperate
City 2013,57.84,53.78,2.92,14.6,503.68,58757.05,76.82,862.15,6.09,Temperate
City 2014,-41.9,60.8,4.29,8.39,748.14,11598.66,79.34,194.19,3.79,Subtropical
City 2015,9.21,107.52,6.45,7.87,1152.57,9261.6,77.8,146.01,3.88,Equatorial
City 2016,-6.56,155.79,7.09,3.57,1216.84,881.5,76.44,31.38,2.71,Equatorial
City 2017,-14.85,-172.75,6.2,4.71,1070.52,2030.58,71.17,39.98,2.83,Equatorial
City 2018,56.98,-124.64,2.58,6.38,450.24,4795.56,73.74,73.33,2.81,Temperate
City 2019,-57.16,139.02,4.09,7.86,724.05,9592.78,71.39,141.97,3.47,Temperate
City 2020,26.29,-14.93,5.26,7.95,913.39,9494.6,78.81,158.92,3.76,Tropical
City 2021,65.24,23.25,2.36,10.54,422.99,21587.11,77.5,309.02,4.2,Polar
City 2022,12.82,58.69,6.58,7.64,1125.57,8797.23,77.58,145.0,3.84,Equatorial
City 2023,61.79,64.46,2.8,10.63,486.32,22636.23,76.52,339.15,4.32,Polar
City 2024,-53.21,155.43,3.48,8.44,615.41,11721.97,75.07,167.93,3.6,Temperate
City 2025,-5.56,178.9,7.5,9.93,1291.95,18677.68,71.5,260.87,4.65,Equatorial
City 2026,-26.18,79.26,5.03,6.38,888.1,4880.15,73.3,81.71,3.17,Tropical
City 2027,35.01,-76.6,4.39,10.41,753.62,22121.64,71.37,310.9,4.4,Subtropical
City 2028,67.57,136.71,2.33,9.75,397.15,17787.91,77.25,257.41,3.92,Polar
City 2029,-26.65,-162.28,5.67,8.44,970.79,11287.85,71.6,167.39,3.88,Tropical
City 2030,25.04,-96.81,4.49,8.82,805.73,12519.05,77.02,203.47,3.91,Tropical
City 2031,-34.25,143.06,3.62,7.95,635.36,9928.98,76.92,146.53,3.49,Subtropical
City 2032,13.49,-87.77,5.76,1.0,1025.41,18.07,74.59,15.01,1.84,Equatorial
City 2033,0.31,-100.57,6.16,4.08,1067.91,1336.57,71.35,31.13,2.66,Equatorial
City 2034,66.36,-130.27,2.14,13.71,376.89,48264.45,73.15,640.9,5.4,Polar
City 2035,19.11,129.28,5.91,7.23,1034.59,7284.71,73.2,111.45,3.55,Tropical
City 2036,-14.56,0.02,5.54,6.57,993.32,5630.35,77.0,96.12,3.34,Equatorial
City 2037,-45.17,62.96,3.12,4.21,554.59,1366.86,71.14,26.8,2.25,Temperate
City 2038,-40.34,-93.94,4.21,6.23,746.64,4632.58,78.29,78.18,3.06,Subtropical
City 2039,-30.71,92.89,5.28,8.1,900.33,10375.65,77.61,168.47,3.8,Subtropical
City 2040,-27.37,93.6,4.24,7.76,743.46,9131.18,71.86,133.57,3.46,Tropical
City 2041,50.58,-67.46,3.87,12.09,675.89,33705.94,77.19,490.16,5.06,Temperate
City 2042,12.96,-32.15,6.5,4.93,1165.58,2311.77,76.69,50.74,3.0,Equatorial
City 2043,8.04,-104.51,6.91,5.82,1193.2,3844.45,77.48,76.48,3.33,Equatorial
City 2044,-45.08,171.56,4.45,8.55,769.14,12297.23,71.89,184.72,3.76,Temperate
City 2045,51.82,52.42,4.47,6.71,778.94,5910.08,71.58,94.28,3.17,Temperate
City 2046,33.97,156.44,4.44,1.76,766.35,101.49,72.36,11.73,1.81,Subtropical
City 2047,-51.2,-70.78,3.47,10.2,594.48,21203.71,73.66,314.49,4.24,Temperate
City 2048,32.02,101.48,4.55,7.64,812.6,8403.7,77.94,132.34,3.53,Subtropical
City 2049,10.66,95.71,6.25,3.52,1098.23,787.57,77.38,28.42,2.59,Equatorial
City 2050,-49.38,69.0,4.31,4.89,769.85,2189.06,79.25,46.66,2.7,Temperate
City 2051,-0.42,167.63,6.3,5.62,1123.01,3234.29,70.59,55.45,3.09,Equatorial
City 2052,3.01,-38.32,6.36,3.64,1098.92,877.11,70.12,26.16,2.56,Equatorial
City 2053,-38.45,-132.94,5.0,9.24,876.88,14630.5,76.99,230.38,4.13,Subtropical
City 2054,62.94,61.82,3.1,14.95,530.29,60552.19,72.79,862.75,6.17,Polar
City 2055,50.5,82.55,3.28,3.7,588.28,978.41,73.34,21.09,2.16,Temperate
City 2056,26.97,27.02,5.54,4.95,964.04,2198.84,75.47,47.61,2.85,Tropical
City 2057,0.1,-105.55,7.16,3.49,1246.03,780.02,71.02,27.67,2.65,Equatorial
City 2058,-6.47,1.6,7.3,8.28,1262.62,10338.81,76.43,162.51,4.11,Equatorial
City 2059,24.63,-67.61,5.31,2.37,927.75,241.8,73.25,15.46,2.11,Tropical
City 2060,10.91,-26.11,6.75,9.93,1164.39,18150.44,76.33,288.46,4.63,Equatorial
City 2061,-51.9,52.28,4.69,9.53,814.48,16569.87,78.34,247.31,4.2,Temperate
City 2062,6.63,88.28,6.84,4.42,1216.68,1723.88,71.71,38.55,2.86,Equatorial
City 2063,44.83,-96.4,3.89,7.99,693.11,10067.5,79.31,163.43,3.58,Subtropical
City 2064,-0.3,-34.08,7.34,2.94,1270.18,501.54,75.31,25.63,2.57,Equatorial
City 2065,-53.25,-83.1,3.09,11.94,539.82,31277.31,79.23,488.38,4.93,Temperate
City 2066,42.22,-108.49,5.24,5.55,936.38,3168.28,72.08,55.58,2.94,Subtropical
City 2067,-33.82,102.02,4.72,8.25,805.3,10177.54,76.05,163.26,3.73,Subtropical
City 2068,-26.38,147.33,5.02,5.68,897.5,3579.04,74.04,66.12,2.97,Tropical
City 2069,-38.59,-46.72,3.88,5.95,668.27,3827.74,77.74,64.81,2.91,Subtropical
City 2070,-17.07,90.46,6.35,12.17,1123.22,34469.8,76.06,525.36,5.48,Tropical
City 2071,38.38,142.92,4.75,8.89,834.67,12974.85,74.95,205.51,3.95,Subtropical
City 2072,7.52,124.6,6.22,6.29,1092.66,4590.05,79.13,87.11,3.38,Equatorial
City 2073,-33.37,-114.19,4.95,10.18,884.51,21086.11,73.77,313.82,4.45,Subtropical
City 2074,54.12,164.27,2.46,5.86,420.27,3923.53,72.2,57.86,2.62,Temperate
City 2075,54.35,-44.4,3.29,13.82,570.42,51876.46,76.08,760.94,5.79,Temperate
City 2076,53.18,-57.87,3.5,3.05,614.56,540.57,76.24,16.84,2.05,Temperate
City 2077,-28.96,-157.52,5.83,4.97,1037.81,2429.07,74.39,50.03,2.89,Tropical
City 2078,-1.34,-4.98,6.52,2.99,1122.66,513.76,74.87,24.49,2.46,Equatorial
City 2079,68.05,-140.76,1.6,12.26,284.39,36649.64,79.6,531.14,4.86,Polar
City 2080,40.36,-90.53,3.73,8.58,648.48,11736.85,77.33,173.64,3.7,Subtropical
City 2081,-56.47,-65.9,2.38,9.23,408.91,15089.14,71.11,200.08,3.65,Temperate
City 2082,-51.52,111.18,4.06,9.12,721.32,14712.26,72.12,216.9,3.9,Temperate
City 2083,0.31,135.18,7.5,1.59,1281.82,74.95,79.76,19.77,2.29,Equatorial
City 2084,58.2,-71.11,3.09,6.08,540.54,4433.99,77.26,73.97,2.84,Temperate
City 2085,10.03,129.13,6.91,6.82,1178.85,6329.81,79.15,110.84,3.64,Equatorial
City 2086,4.72,128.6,6.74,6.21,1169.28,4538.04,73.04,78.85,3.36,Equatorial
City 2087,-46.29,95.27,3.71,12.59,653.4,37480.94,77.42,544.15,5.24,Temperate
City 2088,25.38,-127.19,5.06,4.56,887.77,1799.9,77.14,40.91,2.69,Tropical
City 2089,46.87,68.52,3.56,10.42,620.24,22290.12,72.95,320.42,4.31,Temperate
City 2090,-10.55,160.21,5.49,4.35,956.49,1582.72,75.51,38.13,2.68,Equatorial
City 2091,40.83,65.71,4.27,11.06,736.28,24467.63,76.27,368.13,4.67,Subtropical
City 2092,65.38,-60.62,2.4,13.09,419.48,42835.61,74.81,590.49,5.22,Polar
City 2093,-33.51,0.21,5.03,7.88,902.5,8821.24,78.27,139.6,3.67,Subtropical
City 2094,8.03,52.46,6.48,3.95,1157.51,1209.39,78.33,37.04,2.75,Equatorial
City 2095,-22.67,3.81,5.33,8.67,914.12,12156.84,78.51,199.6,4.0,Tropical
City 2096,43.07,-136.82,3.55,9.92,604.46,18517.43,78.03,270.06,4.16,Subtropical
City 2097,15.09,-67.66,5.98,3.8,1072.42,1073.32,74.88,31.18,2.6,Tropical
City 2098,22.5,108.86,5.79,2.93,1015.57,455.14,73.81,20.44,2.33,Tropical
City 2099,43.73,130.11,3.37,7.65,590.55,8205.5,78.31,128.23,3.36,Subtropical
City 2100,-8.52,-130.57,6.45,8.64,1146.34,12126.72,74.9,182.02,4.1,Equatorial
City 2101,58.96,162.86,2.99,12.76,517.57,38372.85,72.46,554.61,5.15,Temperate
City 2102,9.29,-61.62,5.99,2.15,1047.24,185.23,75.07,16.77,2.17,Equatorial
City 2103,-39.47,58.43,3.94,5.03,708.59,2540.55,71.42,43.11,2.6,Subtropical
City 2104,30.47,90.66,4.98,10.23,880.54,21059.13,76.92,314.09,4.5,Subtropical
City 2105,43.12,112.3,3.41,5.47,585.73,3241.22,73.36,51.44,2.66,Subtropical
City 2106,-18.82,160.47,5.86,7.16,1003.58,7280.78,72.61,114.38,3.52,Tropical
City 2107,51.43,-67.35,2.95,7.6,507.87,8211.1,79.57,125.03,3.3,Temperate
City 2108,57.8,129.06,3.49,13.82,619.26,49105.92,77.77,719.35,5.78,Temperate
City 2109,-24.0,-132.59,6.49,4.47,1122.25,1654.1,77.87,42.95,2.89,Tropical
City 2110,67.86,73.81,1.82,13.64,309.72,49938.02,76.24,713.33,5.47,Polar
City 2111,-41.71,87.11,4.35,8.63,780.14,12455.32,78.39,194.24,3.85,Subtropical
City 2112,-33.74,63.98,4.27,8.0,734.0,9473.04,77.59,150.05,3.61,Subtropical
City 2113,-36.05,-89.17,5.0,2.68,849.95,360.71,75.99,17.59,2.17,Subtropical
City 2114,56.22,134.3,2.43,4.11,419.22,1324.46,79.61,27.23,2.21,Temperate
City 2115,25.06,-119.21,5.49,5.95,945.55,4023.0,71.92,65.68,3.09,Tropical
City 2116,-40.23,-160.69,3.75,8.64,652.92,12755.51,79.43,210.28,3.8,Subtropical
City 2117,-2.76,78.29,6.7,1.46,1201.28,58.72,74.01,18.2,2.09,Equatorial
City 2118,19.99,-8.83,5.09,3.28,909.21,697.47,75.28,23.52,2.33,Tropical
City 2119,-49.15,125.68,3.97,10.32,693.16,20745.95,71.23,277.52,4.26,Temperate
City 2120,54.71,-41.98,2.75,10.88,479.06,25094.93,75.4,347.93,4.37,Temperate
City 2121,44.47,-119.42,4.16,8.1,730.85,10564.44,76.11,164.96,3.62,Subtropical
City 2122,5.68,121.12,6.43,6.52,1108.85,5487.56,79.98,104.07,3.5,Equatorial
City 2123,65.73,17.61,2.34,7.64,399.35,8068.72,79.75,129.46,3.23,Polar
City 2124,-5.69,-111.89,6.68,3.68,1197.53,917.01,79.66,31.04,2.72,Equatorial
City 2125,67.93,79.34,1.86,14.91,320.31,62864.11,73.48,844.15,5.96,Polar
City 2126,26.83,4.0,5.23,6.85,898.98,6072.97,79.91,108.08,3.42,Tropical
City 2127,22.51,37.55,6.19,6.57,1081.49,5459.47,74.55,94.82,3.41,Tropical
City 2128,-38.43,-14.08,3.92,13.61,685.87,50113.25,78.52,731.72,5.81,Subtropical
City 2129,54.65,118.34,3.76,5.97,639.95,3871.39,72.16,58.78,2.84,Temperate
City 2130,-4.43,118.64,7.44,6.43,1275.67,5034.21,75.06,89.12,3.55,Equatorial
City 2131,-38.91,75.38,3.87,12.05,672.23,32175.2,79.66,501.49,5.09,Subtropical
City 2132,-58.36,-142.06,2.19,9.02,386.78,14541.12,79.47,230.29,3.7,Temperate
City 2133,12.77,121.99,6.26,7.43,1078.02,8160.87,76.84,139.28,3.72,Equatorial
City 2134,8.56,61.56,6.13,2.4,1067.5,262.44,77.98,19.93,2.28,Equatorial
City 2135,33.52,70.93,5.59,5.63,981.14,3257.54,71.76,55.43,3.01,Subtropical
City 2136,55.73,-49.33,3.12,10.54,557.42,22887.74,77.22,350.58,4.36,Temperate
City 2137,-49.68,136.54,3.12,10.96,540.83,25562.09,76.18,397.08,4.53,Temperate
City 2138,35.09,81.13,3.97,10.31,680.17,20514.52,70.92,297.77,4.29,Subtropical
City 2139,-35.64,-139.47,5.05,11.49,883.28,29978.75,71.13,433.42,4.94,Subtropical
City 2140,51.56,-33.2,3.1,8.99,551.04,14485.14,71.08,198.85,3.69,Temperate
City 2141,46.48,139.1,3.77,11.63,644.77,30084.12,77.24,462.89,4.89,Temperate
City 2142,10.3,-163.01,6.76,4.17,1177.33,1391.81,71.42,36.15,2.78,Equatorial
City 2143,32.33,166.11,4.49,9.49,764.89,15884.5,74.68,240.67,4.11,Subtropical
City 2144,-19.13,64.5,5.64,6.43,960.29,5101.2,73.57,82.5,3.27,Tropical
City 2145,1.25,47.3,6.9,5.24,1207.04,2715.34,75.51,58.96,3.14,Equatorial
City 2146,46.81,-82.6,4.06,9.74,703.13,17190.9,77.06,260.65,4.17,Temperate
City 2147,-0.3,-90.43,7.27,1.0,1298.18,18.13,76.85,18.47,2.08,Equatorial
City 2148,-13.49,159.14,5.95,2.54,1046.61,302.65,75.16,18.48,2.26,Equatorial
City 2149,4.25,-72.62,6.73,4.68,1175.43,1886.97,74.64,44.11,2.94,Equatorial
City 2150,47.67,99.18,3.48,4.55,605.28,1796.52,73.98,33.54,2.42,Temperate
City 2151,-16.42,-38.48,5.11,7.72,894.39,8836.56,78.62,139.15,3.65,Tropical
City 2152,-37.41,-129.87,4.51,9.92,768.53,18759.55,73.31,278.88,4.26,Subtropical
City 2153,32.56,-176.14,5.67,8.07,1013.94,9883.15,72.59,155.04,3.78,Subtropical
City 2154,47.38,15.93,3.24,5.93,583.46,3938.89,77.43,68.11,2.82,Temperate
City 2155,-46.92,171.28,3.33,12.14,572.02,35208.53,73.6,484.66,4.95,Temperate
City 2156,-28.82,-47.11,4.55,11.97,778.55,32542.85,78.47,506.72,5.17,Tropical
City 2157,-41.54,-51.41,4.45,8.52,763.62,12363.23,73.28,173.35,3.75,Subtropical
City 2158,-14.77,-56.13,6.19,6.75,1093.31,5814.25,77.02,99.01,3.49,Equatorial
City 2159,-1.45,7.4,6.82,4.65,1204.32,1940.16,70.45,41.64,2.9,Equatorial
City 2160,37.35,-21.36,3.93,9.06,700.83,13464.07,73.86,205.78,3.86,Subtropical
City 2161,24.65,136.77,5.32,6.17,944.53,4526.09,73.43,75.45,3.15,Tropical
City 2162,20.72,1.99,4.77,5.99,831.87,4225.38,78.17,71.24,3.06,Tropical
City 2163,-14.19,2.79,6.08,7.68,1070.57,9019.6,79.67,150.37,3.8,Equatorial
City 2164,49.39,-130.19,3.98,14.8,703.74,64856.3,74.61,929.25,6.37,Temperate
City 2165,1.27,173.79,6.29,1.0,1100.8,18.56,78.25,17.43,1.96,Equatorial
City 2166,67.28,-90.01,1.52,10.47,266.31,21972.55,77.0,340.45,4.1,Polar
City 2167,22.44,-153.59,6.22,3.29,1097.35,674.76,79.67,25.93,2.55,Tropical
City 2168,-43.59,58.73,3.64,12.34,639.64,35930.32,78.11,524.75,5.15,Subtropical
City 2169,27.9,34.33,5.61,5.32,990.66,2759.15,70.77,48.64,2.91,Tropical
City 2170,-17.74,-30.55,5.68,2.17,1000.67,200.22,77.13,18.13,2.15,Tropical
City 2171,29.22,-28.01,4.87,8.52,863.54,12247.71,75.35,177.96,3.84,Tropical
City 2172,-50.95,102.62,3.65,13.46,644.48,46040.52,70.16,597.94,5.46,Temperate
City 2173,-37.27,-109.54,3.95,9.39,691.93,15345.3,72.51,221.84,3.96,Subtropical
City 2174,51.25,115.29,3.48,9.64,615.16,16360.04,79.22,248.71,4.06,Temperate
City 2175,-30.47,53.55,4.68,8.07,816.04,10176.94,79.26,158.45,3.71,Subtropical
City 2176,48.82,-29.17,2.92,12.42,503.92,35670.2,77.99,528.12,5.07,Temperate
City 2177,-23.69,-15.11,5.51,4.18,936.8,1451.55,79.82,35.36,2.68,Tropical
City 2178,23.57,-87.61,5.22,6.08,916.3,4342.61,78.07,78.09,3.16,Tropical
City 2179,30.24,90.76,4.8,5.89,845.18,3946.41,70.1,67.04,2.96,Subtropical
City 2180,6.65,4.63,5.93,1.74,1065.7,101.56,72.88,15.52,2.03,Equatorial
City 2181,-20.31,-64.49,6.37,5.21,1106.63,2558.56,70.31,48.3,2.99,Tropical
City 2182,-32.36,34.58,5.17,10.0,899.87,19893.21,70.94,293.01,4.38,Subtropical
City 2183,-55.69,178.46,3.58,10.99,616.53,25525.17,72.19,372.78,4.52,Temperate
City 2184,-20.49,-23.31,5.41,7.66,924.06,8981.91,75.04,139.66,3.64,Tropical
City 2185,24.91,151.45,4.39,6.86,780.52,6150.61,78.48,105.51,3.28,Tropical
City 2186,61.98,-55.79,3.64,11.51,627.52,29584.08,78.62,431.71,4.81,Polar
City 2187,53.26,-160.3,3.24,7.32,570.79,7116.29,76.16,113.73,3.22,Temperate
City 2188,39.59,-106.47,3.85,7.19,681.76,7145.41,79.28,123.77,3.32,Subtropical
City 2189,42.5,-29.27,4.23,8.73,739.65,12992.82,75.0,196.46,3.82,Subtropical
City 2190,26.45,-100.93,5.73,7.34,1024.71,7729.32,78.89,131.19,3.63,Tropical
City 2191,-26.16,-179.92,5.16,7.42,899.59,7972.03,74.54,121.51,3.51,Tropical
City 2192,57.94,149.4,3.58,9.45,619.46,15560.9,72.77,226.87,3.93,Temperate
City 2193,27.2,123.8,5.64,5.78,1008.95,3844.44,79.16,73.7,3.15,Tropical
City 2194,12.86,87.23,5.56,13.18,993.42,45770.16,73.88,666.92,5.8,Equatorial
City 2195,-45.57,-119.59,3.47,10.82,596.13,23018.72,75.03,319.87,4.42,Temperate
City 2196,-1.88,-136.67,7.35,5.22,1250.89,2828.52,73.29,57.1,3.17,Equatorial
City 2197,-0.15,-155.66,5.63,3.43,962.67,751.25,76.63,25.2,2.47,Equatorial
City 2198,52.39,80.65,3.26,8.11,563.15,10341.65,79.95,160.55,3.53,Temperate
City 2199,11.06,154.37,5.51,4.78,990.29,2038.99,70.26,39.19,2.74,Equatorial
City 2200,-10.55,-25.01,6.02,5.79,1057.61,3863.29,79.0,72.12,3.2,Equatorial
City 2201,66.98,-137.11,2.16,6.0,375.56,3926.57,70.04,58.53,2.59,Polar
City 2202,-45.61,4.46,3.63,4.64,649.08,1894.12,73.64,35.98,2.47,Temperate
City 2203,-5.07,-54.42,6.37,2.91,1111.6,466.89,71.69,22.28,2.39,Equatorial
City 2204,-54.54,-45.06,2.63,9.97,456.06,18493.18,77.57,273.28,4.04,Temperate
City 2205,36.19,43.68,5.61,7.02,1007.01,6675.34,70.51,107.38,3.42,Subtropical
City 2206,59.35,78.74,3.78,13.63,674.58,46245.24,75.53,690.65,5.71,Temperate
City 2207,-23.6,-140.18,4.77,2.65,850.66,363.09,72.95,16.64,2.1,Tropical
City 2208,51.58,-167.19,4.18,7.28,732.04,7701.84,71.34,109.44,3.29,Temperate
City 2209,-22.01,177.96,5.26,10.0,935.63,19617.31,77.72,295.73,4.46,Tropical
City 2210,58.4,-96.22,2.98,10.17,511.36,20729.55,72.17,305.28,4.13,Temperate
City 2211,38.02,-160.62,4.31,10.01,756.93,18795.82,72.24,263.0,4.22,Subtropical
City 2212,44.64,-111.64,3.55,13.59,637.61,46828.97,72.75,644.37,5.57,Subtropical
City 2213,-57.66,-165.98,3.46,8.03,597.54,9860.68,75.87,145.83,3.47,Temperate
City 2214,65.17,-38.95,2.5,10.27,445.1,19586.76,76.6,300.95,4.13,Polar
