Operating_Temperature_C,Current_Density_mA_cm2,Cell_Voltage_V,Cathode_Pressure_bar,Anode_Pressure_bar,Anode_Catalyst_Type,Anode_Catalyst_Loading_mg_cm2,Cathode_Catalyst_Type,Cathode_Catalyst_Loading_mg_cm2,Membrane_Type,Membrane_Thickness_um,Membrane_Water_Content_lambda,Water_Flow_Rate_mL_min,Water_Flow_Rate_L_min,Power_Density_W_cm2,H2_Production_Rate_mL_min,H2_Production_Rate_NL_h,Energy_Efficiency_percent,Temp_x_CurrentDensity,CurrentDensity_per_MembraneThickness,Pressure_Differential,Anode_Catalyst_Activity,Membrane_Resistance_Index,Power_per_Temperature,Cathode_Catalyst_Efficiency,Voltage_per_Temperature,Current_Efficiency,Total_Catalyst_Loading
40.51,4319.01,2.42,10.07,2.82,IrO2,2.15,Pt/C,0.11,Nafion_115,134.64,15.83,55622.37,55.62,10.43,752.03,45.12,61.28,174963.0951,32.07820855614974,7.25,3.2238227412776,8.505369551484522,0.2574672920266601,1.1077000000000001,0.059738336213280674,0.17412092122963363,2.26
64.01,1562.53,1.79,25.73,2.24,Ir_black,2.77,Pt/C,0.12,Nafion_212,52.66,16.35,29397.23,29.4,2.8,272.07,16.32,82.7,100017.54530000001,29.672047094568935,23.490000000000002,5.253777387145418,3.2207951070336387,0.04374316513044836,3.0876,0.027964380565536632,0.17412145686802813,2.89
77.66,2162.5,1.81,13.22,1.93,IrO2,2.91,Pt/C,0.08,Nafion_117,183.8,21.67,47343.6,47.34,3.91,376.53,22.59,81.91,167939.75,11.76550598476605,11.290000000000001,6.326537456383275,8.481772035071527,0.0503476693278393,1.0576,0.023306721607004893,0.17411791907514448,2.99
43.62,1943.99,1.87,12.52,4.62,IrO2,1.28,Pt/C,0.13,Nafion_117,180.3,19.38,21988.05,21.99,3.63,338.49,20.31,79.25,84796.8438,10.781974486966167,7.8999999999999995,1.9799272031239235,9.30340557275542,0.08321870701513068,1.6276,0.042870243007794594,0.17412126605589534,1.4100000000000001
60.82,4049.44,2.28,8.77,2.44,IrO2,0.82,Pt/C,0.08,Nafion_115,128.94,19.0,87972.51,87.97,9.23,705.09,42.31,64.95,246286.9408,31.405615014735538,6.33,1.5064397136191734,6.786315789473684,0.15175928970733313,0.7016,0.03748766853008878,0.1741203721996128,0.8999999999999999
71.79,840.65,1.52,12.14,3.07,IrO2,1.51,Pt/C,0.04,Nafion_117,186.25,15.87,14340.64,14.34,1.28,146.37,8.78,97.18,60350.2635,4.513557046979866,9.07,3.095686375913692,11.735979836168873,0.01782978130658866,0.48560000000000003,0.021172865301574032,0.17411526794742166,1.55
67.82,3175.9,2.12,22.67,1.75,IrO2,1.07,Pt/C,0.08,Nafion_117,173.34,20.07,35938.54,35.94,6.72,552.99,33.18,69.92,215389.53799999997,18.321795315564785,20.92,2.108250904441976,8.63677130044843,0.09908581539368919,1.8136,0.031259215570628135,0.1741207216851916,1.1500000000000001
66.53,4158.1,2.33,28.74,2.52,IrRuOx,0.36,Pt/C,0.03,Nafion_115,125.25,21.59,62446.57,62.45,9.7,724.01,43.44,63.45,276638.39300000004,33.198403193612776,26.22,0.7002266241614603,5.801296896711441,0.14579888771982563,0.8622,0.03502179467909214,0.17412039152497533,0.39
66.7,4953.06,2.4,13.23,1.33,Ir_black,1.95,Pt/C,0.26,Nafion_115,123.14,21.25,58722.6,58.72,11.91,862.43,51.75,61.57,330369.102,40.22299821341563,11.9,3.7993476182112715,5.794823529411765,0.17856071964017992,3.4398000000000004,0.035982008995502246,0.1741206446116138,2.21
54.83,2270.39,1.95,14.5,2.56,IrO2,2.1,Pt/C,0.25,Nafion_115,128.9,19.94,42236.22,42.24,4.43,395.32,23.72,75.85,124485.48369999998,17.61357641582622,11.94,3.633648880824877,6.464393179538615,0.08079518511763632,3.625,0.035564472004377165,0.17411986486903133,2.35
51.96,4534.79,2.47,19.0,4.34,IrRuOx,1.03,Pt/C,0.1,Nafion_115,133.15,15.41,88740.27,88.74,11.2,789.6,47.38,59.92,235627.6884,34.05775441231693,14.66,1.7317956223787776,8.6404931862427,0.21555042340261737,1.9000000000000001,0.04753656658968437,0.17412052156770214,1.1300000000000001
69.76,1363.67,1.62,22.96,2.28,IrRuOx,0.78,Pt/C,0.16,Nafion_115,124.02,15.94,14914.77,14.91,2.21,237.44,14.25,91.21,95129.61920000002,10.99556523141429,20.68,1.566961886835884,7.780426599749059,0.03168004587155963,3.6736000000000004,0.023222477064220183,0.17411837174683023,0.9400000000000001
69.78,4715.13,2.44,16.69,1.39,IrRuOx,1.14,Pt/C,0.09,Nafion_117,168.05,14.95,75163.86,75.16,11.53,821.0,49.26,60.54,329021.7714,28.057899434692054,15.3,2.290633146195153,11.240802675585286,0.16523359128690168,1.5021,0.034967039266265404,0.17412033178300493,1.23
71.45,1449.18,1.7,13.61,1.35,IrO2,1.26,Pt/C,0.15,Nafion_117,177.94,17.45,29861.19,29.86,2.46,252.33,15.14,87.24,103543.91100000001,8.144205912105205,12.26,2.5743877039417082,10.197134670487106,0.0344296710986704,2.0414999999999996,0.02379286214135759,0.17411915704053327,1.41
73.09,2473.17,1.92,13.94,2.29,IrO2,0.69,Pt/C,0.18,Nafion_117,184.57,16.23,58500.12,58.5,4.75,430.63,25.84,77.13,180763.9953,13.399631576095791,11.649999999999999,1.4330948244077897,11.372150338878619,0.06498837050212067,2.5092,0.02626898344506772,0.17412066295483125,0.8699999999999999
60.57,4374.75,2.33,18.49,1.8,IrO2,2.06,Pt/C,0.24,Nafion_117,182.69,17.47,70132.79,70.13,10.18,761.73,45.7,63.57,264978.6075,23.94630247961027,16.689999999999998,3.775021140438588,10.457355466514025,0.16807000165098232,4.4376,0.03846788839359419,0.1741196639807989,2.3
60.23,1554.62,1.67,2.14,1.31,IrRuOx,1.1,Pt/C,0.1,Nafion_212,51.28,18.45,37563.49,37.56,2.6,270.69,16.24,88.42,93634.76259999999,30.31630265210608,0.8300000000000001,2.0089459465159845,2.7794037940379406,0.04316785654989208,0.21400000000000002,0.02772704632243068,0.17411972057480285,1.2000000000000002
69.45,1875.12,1.77,17.14,3.29,IrRuOx,1.28,Pt/C,0.18,Nafion_115,125.6,22.42,30577.29,30.58,3.32,326.5,19.59,83.59,130227.084,14.929299363057325,13.850000000000001,2.5634655613774084,5.602140945584299,0.04780417566594672,3.0852,0.025485961123110152,0.1741221895132045,1.46
65.11,3926.99,2.31,13.01,2.45,IrO2,0.81,Pt/C,0.08,Nafion_212,46.16,19.86,57513.54,57.51,9.06,683.77,41.03,64.16,255686.31889999998,85.07344020797227,10.559999999999999,1.5532957574349793,2.324269889224572,0.1391491322377515,1.0408,0.03547842113346644,0.17412063692548238,0.89
66.68,3914.75,2.27,20.54,2.08,IrO2,2.22,Pt/C,0.27,Nafion_117,182.58,21.31,83411.97,83.41,8.89,681.64,40.9,65.17,261035.53000000003,21.441286011611346,18.46,4.324546138854527,8.567808540591273,0.13332333533293342,5.5458,0.03404319136172765,0.17412095280669262,2.49
69.38,3507.01,2.13,7.14,3.91,Ir_black,2.31,Pt/C,0.04,Nafion_117,175.83,20.43,55346.32,55.35,7.47,610.64,36.64,69.53,243316.3538,19.94545868168117,3.2299999999999995,4.6230170104874535,8.6064610866373,0.10766791582588643,0.2856,0.030700490054770827,0.17411983427478106,2.35
72.22,3774.21,2.24,16.62,1.68,IrRuOx,1.03,Pt/C,0.13,Nafion_117,190.92,15.94,58615.47,58.62,8.47,657.17,39.43,65.94,272573.4462,19.768541797611565,14.940000000000001,2.1207266772561226,11.97741530740276,0.11728053170866796,2.1606,0.031016338964275827,0.1741212068220899,1.1600000000000001
53.92,3056.98,1.92,14.97,4.27,Ir_black,2.31,Pt/C,0.15,Nafion_117,182.85,20.59,48146.09,48.15,5.86,532.28,31.94,77.21,164832.3616,16.718512441892262,10.700000000000001,3.9608059390997865,8.88052452646916,0.10867952522255193,2.2455,0.03560830860534124,0.17411955590157605,2.46
55.49,1955.57,1.86,17.53,2.13,IrRuOx,1.46,Pt/C,0.15,Nafion_117,177.1,17.6,41606.63,41.61,3.64,340.5,20.43,79.5,108514.5793,11.042179559570863,15.400000000000002,2.5429795271021183,10.062499999999998,0.06559740493782663,2.6295,0.0335195530726257,0.1741180320827176,1.6099999999999999
40.25,2283.4,1.81,6.13,3.84,IrO2,1.76,Pt/C,0.05,Nafion_212,48.17,20.02,47856.75,47.86,4.13,397.59,23.86,81.86,91906.85,47.40294789287939,2.29,2.6321837083959,2.4060939060939064,0.10260869565217391,0.3065,0.044968944099378884,0.17412192344749056,1.81
62.83,1690.89,1.72,16.48,2.82,IrRuOx,1.05,Pt/C,0.23,Nafion_115,126.54,18.12,24938.65,24.94,2.9,294.42,17.67,86.15,106238.6187,13.36249407302039,13.66,1.9681424205345879,6.983443708609271,0.04615629476364794,3.7904000000000004,0.027375457583956708,0.17412132072458883,1.28
34.43,5235.72,2.5,16.19,3.56,IrRuOx,1.86,Pt/C,0.06,Nafion_115,125.8,23.68,73255.38,73.26,13.09,911.65,54.7,59.2,180265.8396,41.619395866454695,12.63,2.6244634830001345,5.3125,0.3801916932907348,0.9714,0.07261109497531223,0.17412122878992764,1.9200000000000002
58.95,3236.4,2.03,16.18,4.56,IrO2,2.04,Pt/C,0.14,Nafion_115,132.58,17.5,51034.61,51.03,6.57,563.52,33.81,72.88,190785.78000000003,24.41092170764821,11.620000000000001,3.6782967591683082,7.5760000000000005,0.11145038167938931,2.2652,0.034435962680237485,0.17411939191694475,2.18
61.65,2486.57,1.98,16.87,2.08,IrRuOx,0.9,Pt/C,0.07,Nafion_212,50.56,17.64,41731.66,41.73,4.92,432.96,25.98,74.81,153297.0405,49.18057753164557,14.790000000000001,1.667189849725945,2.866213151927438,0.07980535279805352,1.1809000000000003,0.032116788321167884,0.1741193692516197,0.97
51.63,2723.11,1.96,18.14,4.32,IrRuOx,1.21,Pt/C,0.08,Nafion_117,176.34,22.25,35159.49,35.16,5.34,474.15,28.45,75.46,140594.1693,15.442384030849496,13.82,2.0277369324917904,7.925393258426967,0.10342823939570017,1.4512,0.03796242494673639,0.17412076632967452,1.29
63.24,5661.21,2.5,20.79,2.29,IrO2,1.49,Pt/C,0.12,Nafion_117,189.45,14.38,114384.92,114.38,14.15,985.73,59.14,59.2,358014.9204,29.88234362628662,18.5,2.80436216218747,13.174547983310152,0.22375079063883618,2.4947999999999997,0.039531941808981653,0.17412002027835038,1.6099999999999999
33.69,1570.04,1.74,11.47,2.28,IrRuOx,0.7,Pt/C,0.1,Nafion_117,180.25,20.35,24655.44,24.66,2.72,273.38,16.4,85.3,52894.6476,8.710346740638002,9.190000000000001,0.9804192977849362,8.857493857493857,0.0807361234787771,1.147,0.051647373107747106,0.17412295228147054,0.7999999999999999
34.61,3249.24,2.15,21.28,2.19,IrRuOx,1.07,Pt/C,0.06,Nafion_212,52.31,20.52,45487.07,45.49,6.97,565.76,33.95,68.95,112456.19639999999,62.115083158095956,19.09,1.512492040566763,2.5492202729044835,0.2013868824039295,1.2768,0.062120774342675524,0.17412071746008298,1.1300000000000001
70.12,2901.25,2.01,15.23,2.65,Ir_black,2.98,Pt/C,0.06,Nafion_212,48.18,21.32,31786.78,31.79,5.83,505.17,30.31,73.6,203435.65000000002,60.21689497716895,12.58,6.008188570380545,2.2598499061913695,0.08314318311466058,0.9138,0.02866514546491728,0.17412149935372684,3.04
54.86,3365.37,2.07,6.59,1.79,IrO2,2.48,Pt/C,0.1,Nafion_117,181.82,22.94,43473.24,43.47,6.95,585.98,35.16,71.67,184624.19819999998,18.509349906500937,4.8,4.292453840366094,7.925893635571054,0.12668611009843236,0.659,0.03773240977032446,0.17412052760914848,2.58
42.73,670.82,1.57,5.88,2.69,IrO2,1.42,Pt/C,0.17,Nafion_212,50.93,22.96,16183.03,16.18,1.05,116.8,7.01,94.19,28664.1386,13.171411741606127,3.19,2.1770197876283004,2.2182055749128917,0.024572899602153055,0.9996,0.036742335595600285,0.1741152619182493,1.5899999999999999
60.95,4914.87,2.45,12.65,2.65,IrRuOx,0.99,Pt/C,0.22,Nafion_212,44.33,15.24,67279.48,67.28,12.06,855.78,51.35,60.29,299561.3265,110.87006541845251,10.0,1.8211162989668557,2.908792650918635,0.19786710418375716,2.783,0.04019688269073011,0.17412057694303207,1.21
68.65,5480.8,2.5,20.33,3.31,IrO2,1.23,Pt/C,0.05,Nafion_117,190.08,21.2,65633.59,65.63,13.7,954.32,57.26,59.2,376256.92000000004,28.834175084175083,17.02,2.4437021631645877,8.966037735849058,0.19956300072833208,1.0165,0.03641660597232338,0.17412056634068018,1.28
48.11,3154.81,2.07,18.72,3.59,IrRuOx,1.9,Pt/C,0.1,Nafion_117,186.45,20.06,48580.44,48.58,6.52,549.32,32.96,71.63,151777.9091,16.92040761598284,15.129999999999999,3.0739208180259414,9.294616151545364,0.13552276034088545,1.8719999999999999,0.04302639783828725,0.17412142094135624,2.0
64.26,3788.48,2.29,20.41,2.41,IrRuOx,1.8,Pt/C,0.05,Nafion_115,125.01,20.06,51942.87,51.94,8.68,659.65,39.58,64.57,243447.72480000003,30.305415566754657,18.0,3.422552661459997,6.231804586241277,0.13507625272331153,1.0205,0.0356364768129474,0.1741199636793648,1.85
39.53,5376.73,2.5,15.51,2.11,IrO2,1.85,Pt/C,0.04,Nafion_212,46.69,16.14,49831.44,49.83,13.44,936.2,56.17,59.2,212542.13689999998,115.15806382523024,13.4,2.7469347100169945,2.892812887236679,0.3399949405514799,0.6204,0.06324310650139135,0.17412070161603801,1.8900000000000001
36.31,3845.02,2.24,14.37,2.02,IrRuOx,1.35,Pt/C,0.15,Nafion_117,181.74,20.08,53384.55,53.38,8.62,669.5,40.17,66.05,139612.67620000002,21.156707384175196,12.35,1.9410025005209963,9.050796812749006,0.23740016524373447,2.1555,0.06169099421646929,0.1741213309683695,1.5
61.26,1566.41,1.69,8.74,1.88,IrRuOx,1.22,Pt/C,0.13,Nafion_212,50.26,23.12,25709.77,25.71,2.65,272.74,16.36,87.49,95958.2766,31.166136092319938,6.86,2.2511717506950357,2.1738754325259513,0.04325824355207313,1.1362,0.027587332680378714,0.1741178873985738,1.35
61.58,3204.45,2.07,12.54,1.48,IrO2,1.76,Pt/C,0.06,Nafion_117,181.78,22.03,52905.7,52.91,6.63,557.96,33.48,71.52,197330.031,17.6281769171526,11.059999999999999,3.2580009737192803,8.251475261007716,0.10766482624228646,0.7524,0.03361481000324781,0.1741203638689947,1.82
64.72,3343.27,2.22,14.27,2.19,Ir_black,1.37,Pt/C,0.07,Nafion_212,50.57,18.81,47600.44,47.6,7.42,582.13,34.93,66.72,216376.4344,66.11172631995254,12.08,2.6169531987547203,2.6884635832004253,0.11464771322620519,0.9989,0.03430160692212608,0.17411994843371909,1.4400000000000002
67.39,2575.12,1.95,7.0,2.04,IrRuOx,0.91,Pt/C,0.04,Nafion_115,129.53,14.75,39254.64,39.25,5.03,448.38,26.9,75.74,173537.3368,19.880491005944567,4.96,1.7853050920256033,8.781694915254237,0.0746401543255676,0.28,0.028936043923430774,0.1741200410077977,0.9500000000000001
76.36,4006.52,2.28,10.46,4.37,IrRuOx,1.16,Pt/C,0.19,Nafion_115,134.24,18.28,99367.84,99.37,9.12,697.62,41.86,65.01,305937.8672,29.845947556615016,6.090000000000001,2.489345949572763,7.343544857768053,0.11943425877422734,1.9874000000000003,0.029858564693556834,0.17412118247256972,1.3499999999999999
60.75,5506.17,2.5,16.78,2.7,IrRuOx,1.17,Pt/C,0.26,Nafion_212,51.7,21.24,79627.99,79.63,13.77,958.74,57.52,59.2,334499.8275,106.50232108317215,14.080000000000002,2.1479281982063196,2.4340866290018837,0.22666666666666666,4.3628,0.0411522633744856,0.17412103149739291,1.43
53.27,5409.19,2.5,19.28,2.2,IrO2,1.47,Pt/C,0.06,Nafion_212,46.85,20.38,71149.36,71.15,13.52,941.85,56.51,59.2,288147.5513,115.45763073639273,17.080000000000002,2.5041826673346796,2.298822374877331,0.25380138914961514,1.1568,0.046930730242162565,0.17412033964419812,1.53
69.36,2678.95,1.94,29.15,2.76,Ir_black,3.03,Pt/C,0.07,Nafion_212,54.09,18.95,34759.0,34.76,5.21,466.46,27.99,76.14,185811.97199999998,49.5276391199852,26.39,6.062744707188218,2.854353562005277,0.07511534025374855,2.0405,0.027970011534025375,0.1741204576419866,3.0999999999999996
50.89,1377.3,1.67,24.61,1.75,IrRuOx,0.63,Pt/C,0.2,Nafion_117,188.2,15.06,21162.14,21.16,2.29,239.82,14.39,88.83,70090.79699999999,7.318278427205101,22.86,1.0479800405108812,12.49667994687915,0.044999017488701124,4.922000000000001,0.0328158773825899,0.17412328468743193,0.8300000000000001
57.96,6282.09,2.5,17.53,2.42,IrRuOx,0.96,Pt/C,0.23,Nafion_115,142.76,18.73,123004.2,123.0,15.71,1093.84,65.63,59.2,364109.9364,44.004553096105354,15.110000000000001,1.7139111919121266,7.621996796583021,0.27104899930986887,4.0319,0.04313319530710835,0.17412039623755787,1.19
38.93,4659.6,2.44,14.08,2.88,Ir_black,2.42,Pt/C,0.1,Nafion_117,174.38,19.01,58223.76,58.22,11.37,811.33,48.68,60.63,181398.228,26.720954237871318,11.2,3.571792391228776,9.173066806943712,0.29206267659902385,1.4080000000000001,0.06267659902388903,0.1741200961455919,2.52
32.92,1435.26,1.74,17.42,2.52,IrO2,1.93,Pt/C,0.04,Nafion_115,128.21,22.23,26902.83,26.9,2.5,249.91,14.99,84.88,47248.7592,11.194602605101005,14.900000000000002,2.6824216919776265,5.767431399010347,0.07594167679222356,0.6968000000000001,0.0528554070473876,0.17412176191073395,1.97
75.47,5359.46,2.5,20.34,2.32,IrRuOx,1.13,Pt/C,0.04,Nafion_115,116.59,20.03,46938.77,46.94,13.4,933.19,55.99,59.2,404478.4462,45.968436401063556,18.02,2.4034798692632973,5.820768846729905,0.17755399496488672,0.8136,0.03312574532926991,0.17412015389610147,1.17
70.5,4896.78,2.5,7.93,4.73,IrO2,1.33,Pt/C,0.13,Nafion_115,129.77,17.9,73064.56,73.06,12.24,852.63,51.16,59.2,345222.99,37.73429914464051,3.1999999999999993,2.691716090946722,7.249720670391063,0.17361702127659576,1.0309,0.03546099290780142,0.17412054452109346,1.46
66.5,2955.31,2.02,13.9,3.8,IrO2,1.12,Pt/C,0.1,Nafion_115,124.26,19.36,58724.27,58.72,5.97,514.58,30.87,73.3,196528.115,23.783276999839046,10.100000000000001,2.177829383897251,6.418388429752066,0.08977443609022556,1.3900000000000001,0.03037593984962406,0.17412048143849548,1.2200000000000002
56.81,3272.18,2.11,21.65,2.87,IrO2,1.83,Pt/C,0.04,Nafion_212,55.77,15.26,45969.53,45.97,6.9,569.75,34.19,70.15,185892.5458,58.67276313430159,18.779999999999998,3.229786276739762,3.6546526867627787,0.12145748987854252,0.866,0.037141348354162995,0.17411939440984298,1.87
45.71,2479.61,1.83,13.48,2.73,Ir_black,2.27,Pt/C,0.13,Nafion_117,176.13,22.9,41322.73,41.32,4.55,431.75,25.91,80.67,113342.9731,14.078294441605633,10.75,3.585435092828936,7.691266375545852,0.0995405819295559,1.7524000000000002,0.040035003281557645,0.17412012372913482,2.4
44.68,1018.71,1.65,16.35,2.87,Ir_black,1.67,Pt/C,0.03,Nafion_115,118.55,18.27,12715.46,12.72,1.68,177.38,10.64,89.95,45515.9628,8.593083087304935,13.48,2.610713684853592,6.488779419813903,0.03760071620411817,0.49050000000000005,0.03692927484333035,0.17412217412217412,1.7
49.89,2245.71,1.89,16.61,1.9,IrRuOx,1.2,Pt/C,0.18,Nafion_117,177.64,19.07,43295.75,43.3,4.25,391.02,23.46,78.14,112038.4719,12.64191623508219,14.709999999999999,1.9762904092957032,9.315154693235447,0.08518741230707556,2.9898,0.037883343355381835,0.17411865289819253,1.38
61.87,4410.99,2.41,9.65,2.31,IrRuOx,0.92,Pt/C,0.08,Nafion_117,170.12,18.23,43079.8,43.08,10.64,768.04,46.08,61.35,272907.95129999996,25.92869739007759,7.34,1.7079919650652264,9.331870543060889,0.1719734928074996,0.772,0.038952642637788915,0.17411964207581518,1.0
67.06,438.11,1.5,13.13,1.4,IrRuOx,1.15,Pt/C,0.04,Nafion_117,183.76,20.26,9376.94,9.38,0.66,76.28,4.58,98.67,29379.656600000002,2.384142359599478,11.73,2.2487217470906122,9.070088845014807,0.009841932597673726,0.5252,0.022368028631076647,0.1741115245029787,1.19
65.42,2239.64,1.96,12.65,2.49,Ir_black,2.72,Pt/C,0.13,Nafion_212,43.8,20.14,27750.08,27.75,4.4,389.97,23.4,75.35,146517.2488,51.13333333333333,10.16,5.232200212343194,2.1747765640516383,0.06725771935188016,1.6445,0.02996025680220116,0.17412173385008306,2.85
51.32,2476.48,1.92,4.26,2.66,IrO2,1.15,Pt/C,0.1,Nafion_212,50.09,20.46,54260.64,54.26,4.76,431.2,25.87,77.03,127092.95360000001,49.44060690756638,1.5999999999999996,1.9212229614870153,2.4481915933528837,0.09275136399064692,0.426,0.03741231488698363,0.17411810311409742,1.25
75.02,3034.08,2.09,4.13,1.95,IrO2,0.72,Pt/C,0.26,Nafion_212,43.77,17.54,43067.87,43.07,6.34,528.29,31.7,70.87,227616.68159999998,69.31871144619602,2.1799999999999997,1.5245448904503507,2.4954389965792476,0.0845107971207678,1.0738,0.02785923753665689,0.17411867847914358,0.98
67.74,5349.27,2.5,21.44,4.34,IrO2,2.09,Pt/C,0.12,Nafion_212,49.04,17.93,101419.23,101.42,13.37,931.42,55.89,59.2,362359.5498,109.0797308319739,17.1,4.114692340554937,2.7350808700501954,0.19737230587540597,2.5728,0.036905816356657815,0.17412095482187287,2.21
62.04,2285.74,1.9,11.53,3.96,IrRuOx,1.08,Pt/C,0.08,Nafion_117,188.22,16.11,31639.6,31.64,4.35,397.99,23.88,77.72,141807.30959999998,12.143980448411432,7.569999999999999,2.0084455027409267,11.683426443202979,0.07011605415860735,0.9224,0.030625402965828497,0.17411866616500565,1.1600000000000001
63.91,2287.93,1.82,15.52,3.17,IrRuOx,1.19,Pt/C,0.16,Nafion_117,181.8,20.11,51998.35,52.0,4.16,398.38,23.9,81.33,146221.60629999998,12.584873487348734,12.35,2.254782029085975,9.04027846842367,0.06509153497105305,2.4832,0.028477546549835708,0.17412246004029844,1.3499999999999999
57.23,4012.53,2.24,12.01,2.63,IrO2,2.22,Pt/C,0.08,Nafion_115,122.68,14.75,45373.6,45.37,9.01,698.66,41.92,65.94,229637.0919,32.70728725138572,9.379999999999999,3.9345920167997583,8.317288135593222,0.15743491175956667,0.9608,0.03914031102568583,0.1741195704455792,2.3000000000000003
49.76,2684.38,2.07,24.92,3.75,IrO2,2.14,Pt/C,0.22,Nafion_115,126.84,19.78,32522.97,32.52,5.57,467.4,28.04,71.38,133574.7488,21.163513087354147,21.17,3.5198058401266503,6.412537917087968,0.11193729903536978,5.4824,0.04159967845659164,0.17411841840573986,2.3600000000000003
54.68,1858.06,1.77,11.26,1.72,IrRuOx,1.71,Pt/C,0.09,Nafion_115,127.09,21.61,29324.27,29.32,3.29,323.53,19.41,83.47,101598.7208,14.620033047446691,9.54,2.9543934588425964,5.881073577047664,0.060168251645940016,1.0133999999999999,0.032370153621068036,0.17412247182545235,1.8
68.31,2685.25,1.97,14.21,3.41,IrO2,1.68,Pt/C,0.12,Nafion_117,182.36,21.81,28099.7,28.1,5.29,467.56,28.05,75.12,183429.42750000002,14.724994516341301,10.8,3.326410495785044,8.361302154974783,0.07744107744107744,1.7052,0.028839115795637534,0.17412159016851317,1.7999999999999998
30.97,1513.05,1.77,22.56,1.71,IrRuOx,0.95,Pt/C,0.04,Nafion_115,120.17,18.88,18701.52,18.7,2.68,263.45,15.81,83.59,46859.1585,12.590912873429309,20.849999999999998,1.2948653405486366,6.364936440677966,0.08653535679690023,0.9024,0.05715208266063933,0.17411850236277718,0.99
41.95,1669.35,1.78,21.71,3.43,Ir_black,2.0,Pt/C,0.1,Nafion_115,129.96,18.95,39930.69,39.93,2.97,290.67,17.44,83.3,70029.2325,12.845106186518928,18.28,3.042401530108631,6.858047493403695,0.07079856972586412,2.1710000000000003,0.04243146603098927,0.17412166412076557,2.1
35.67,2870.17,2.04,9.69,2.05,IrO2,1.12,Pt/C,0.19,Nafion_117,166.48,15.43,72776.28,72.78,5.86,499.75,29.99,72.48,102378.9639,17.24032916866891,7.64,1.6000400902002776,10.789371354504212,0.16428371180263526,1.8411,0.05719091673675357,0.17411860621496286,1.31
35.04,2555.17,1.98,20.73,3.79,IrO2,1.73,Pt/C,0.18,Nafion_115,123.85,20.19,36921.57,36.92,5.06,444.91,26.69,74.71,89533.1568,20.631166733952362,16.94,2.4559690502350993,6.134224863793957,0.1444063926940639,3.7314,0.0565068493150685,0.1741214870243467,1.91
71.08,5298.46,2.5,14.64,4.18,IrRuOx,0.75,Pt/C,0.07,Nafion_115,124.56,21.2,123121.93,123.12,13.25,922.57,55.35,59.2,376614.5368,42.53741168914579,10.46,1.5267143270283543,5.875471698113208,0.18640967923466517,1.0248000000000002,0.03517163759144626,0.17412040479686552,0.8200000000000001
66.73,2343.97,1.88,15.0,1.77,IrRuOx,1.59,Pt/C,0.07,Nafion_115,130.17,17.34,38493.31,38.49,4.41,408.13,24.49,78.74,156413.1181,18.006990858108626,13.23,3.0988591146873428,7.506920415224913,0.06608721714371348,1.05,0.028173235426344968,0.1741191226850173,1.6600000000000001
59.26,3223.76,2.1,8.36,2.46,IrRuOx,1.05,Pt/C,0.19,Nafion_117,180.11,18.7,42841.24,42.84,6.78,561.32,33.68,70.4,191040.01760000002,17.89883959802343,5.8999999999999995,1.8991191324489884,9.631550802139039,0.11441106986162673,1.5883999999999998,0.03543705703678704,0.17411966151326402,1.24
40.56,3464.04,2.22,6.72,4.52,Ir_black,2.26,Pt/C,0.23,Nafion_212,45.78,21.34,64553.18,64.55,7.69,603.16,36.19,66.71,140501.46240000002,75.66710353866317,2.2,3.390457314356629,2.145267104029991,0.1895956607495069,1.5456,0.05473372781065089,0.17412039121950093,2.4899999999999998
59.88,600.35,1.54,19.12,2.51,IrO2,1.44,Pt/C,0.05,Nafion_117,175.08,21.67,10791.41,10.79,0.93,104.53,6.27,95.89,35948.958000000006,3.429003883938771,16.61,2.6207043396925878,8.0793724042455,0.015531062124248497,0.9560000000000001,0.02571810287241149,0.17411509952527693,1.49
59.23,3617.73,2.24,15.2,3.72,IrRuOx,0.44,Pt/C,0.11,Nafion_117,180.99,17.33,94772.35,94.77,8.11,629.92,37.8,66.01,214278.14789999998,19.988562904027845,11.479999999999999,0.7955826401436861,10.443739180611658,0.13692385615397604,1.672,0.03781867296977883,0.17412023561736226,0.55
45.7,1676.2,1.78,14.32,2.78,IrRuOx,0.39,Pt/C,0.09,Nafion_212,49.76,19.51,22183.15,22.18,2.99,291.86,17.51,83.06,76602.34000000001,33.685691318327976,11.540000000000001,0.615938264857282,2.5504869297796,0.06542669584245077,1.2888,0.03894967177242888,0.1741200334089011,0.48
57.77,5849.52,2.5,19.15,2.26,Ir_black,2.03,Pt/C,0.21,Nafion_115,124.1,16.85,106287.37,106.29,14.62,1018.52,61.11,59.2,337926.77040000004,47.13553585817889,16.89,3.6173285835069198,7.3649851632047465,0.25307252899428767,4.0215,0.043275056257573136,0.17412026969734268,2.2399999999999998
56.41,1548.94,1.79,19.9,2.07,IrO2,0.96,Pt/C,0.05,Nafion_117,177.6,15.8,15117.16,15.12,2.77,269.7,16.18,82.61,87375.70539999999,8.72150900900901,17.83,1.6875503923967927,11.240506329113924,0.04910476865803936,0.995,0.031731962418010996,0.1741190749803091,1.01
