City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band,Total_Renewable_Power_kW,PV_to_Wind_Ratio,Efficiency_Factor,H2_per_kW,Latitude_Abs
City 2231,36.62,177.17,4.85,9.11,851.93,14517.1,72.07,218.75,4.01,Subtropical,15369.03,0.058680543597302674,157.653125,0.014233168911766065,36.62
City 2232,-53.74,128.71,2.92,9.21,504.0,14550.84,77.79,233.99,3.84,Temperate,15054.84,0.03463479532485239,182.02082100000004,0.015542509917076503,53.74
City 2233,57.38,-144.95,3.13,8.6,562.55,11702.69,78.05,184.0,3.65,Temperate,12265.24,0.048066037292512014,143.612,0.015001744768141513,57.38
City 2234,50.79,74.29,3.26,11.62,580.63,29932.68,78.22,458.88,4.82,Temperate,30513.31,0.01939721410798806,358.935936,0.015038683118940554,50.79
City 2235,26.81,-55.59,5.03,7.15,876.04,6901.61,74.73,113.39,3.42,Tropical,7777.65,0.12691431212251597,84.73634700000001,0.014578953797098096,26.81
City 2236,17.12,-177.49,4.56,5.84,781.72,3746.4,71.92,60.14,2.92,Tropical,4528.12,0.2086032982868122,43.252688,0.01328145013824722,17.12
City 2237,56.0,-34.75,2.97,11.55,528.07,29803.12,71.0,394.82,4.6,Temperate,30331.19,0.017718020193181347,280.3222,0.013016963726118231,56.0
City 2238,-35.91,-95.49,4.97,6.65,851.17,5707.11,77.43,99.12,3.29,Subtropical,6558.28,0.1491159070165081,76.74861600000001,0.015113718840915608,35.91
City 2239,-49.73,114.79,3.2,12.89,550.56,38789.69,78.86,579.85,5.31,Temperate,39340.25,0.014193096333166538,457.26971000000003,0.014739357274038675,49.73
City 2240,-28.86,-58.56,5.01,4.92,861.58,2219.32,76.51,43.07,2.77,Tropical,3080.9,0.3880431649491965,32.952857,0.013979681261968906,28.86
City 2241,43.3,117.91,3.59,9.97,630.53,18664.96,71.44,256.81,4.09,Subtropical,19295.489999999998,0.03377967165899852,183.46506399999998,0.013309327723732335,43.3
City 2242,-55.49,-179.78,3.3,13.13,586.21,41219.34,79.35,620.89,5.45,Temperate,41805.549999999996,0.014221377116248922,492.67621499999996,0.014851855794266552,55.49
City 2243,15.76,-69.19,5.79,2.13,1002.19,179.32,79.89,18.81,2.19,Tropical,1181.51,5.557841614906833,15.027309,0.015920305371939298,15.76
City 2244,69.41,-93.18,1.67,10.08,285.64,18554.22,74.33,271.63,3.9,Polar,18839.86,0.015394050838524144,201.902579,0.014417835376696005,69.41
City 2245,51.24,-95.92,4.08,11.98,712.46,34370.84,75.95,507.9,5.08,Temperate,35083.299999999996,0.020728014560756715,385.75005,0.014476973374796557,51.24
City 2246,7.79,-155.45,6.92,7.67,1228.05,8793.16,77.77,155.39,3.91,Equatorial,10021.21,0.1396438090732941,120.84680299999998,0.015506111537429113,7.79
City 2247,-51.73,-112.64,3.08,8.74,529.86,12150.44,77.36,194.3,3.68,Temperate,12680.300000000001,0.043604708577748806,150.31048,0.015322981317476716,51.73
City 2248,48.08,20.0,3.88,6.97,668.72,6111.77,79.68,102.78,3.24,Temperate,6780.490000000001,0.10939721272025611,81.895104,0.015158196531519107,48.08
City 2249,17.87,-75.11,6.02,8.18,1080.06,10626.16,71.15,165.01,3.86,Tropical,11706.22,0.10163204468550394,117.40461499999999,0.014095925072311985,17.87
City 2250,-45.06,-29.74,4.17,11.46,748.16,28448.4,75.81,416.29,4.83,Temperate,29196.56,0.02629791840952709,315.589449,0.014258186580884872,45.06
City 2251,-47.8,-44.33,2.81,5.87,504.99,3955.35,76.92,63.34,2.73,Temperate,4460.34,0.12764037559872105,48.72112800000001,0.014200711156548603,47.8
City 2252,58.25,135.33,3.43,6.82,610.04,6282.91,78.9,100.43,3.13,Temperate,6892.95,0.09707968446397226,79.23927000000002,0.014569959161171923,58.25
City 2253,27.0,145.91,4.83,7.26,829.4,7354.82,78.74,124.53,3.47,Tropical,8184.219999999999,0.11275425445429606,98.05492199999999,0.015215866631151168,27.0
City 2254,47.81,-2.54,3.47,10.35,598.04,20396.22,79.78,318.27,4.35,Temperate,20994.260000000002,0.02931968179977467,253.91580599999998,0.01515985798022888,47.81
City 2255,54.27,-61.14,4.52,8.68,783.82,12790.38,75.12,196.99,3.85,Temperate,13574.199999999999,0.06127720386697918,147.978888,0.014512089110223808,54.27
City 2256,14.33,-141.55,6.15,7.13,1064.69,7221.18,78.31,125.7,3.63,Equatorial,8285.87,0.14741947722155915,98.43567000000002,0.015170404556190236,14.33
City 2257,7.27,163.23,6.3,2.95,1130.92,492.63,74.27,21.76,2.41,Equatorial,1623.5500000000002,2.2910276928063533,16.161152,0.013402728588586738,7.27
City 2258,-4.04,-158.32,5.61,1.0,998.72,19.36,74.22,13.68,1.81,Equatorial,1018.08,49.053045186640475,10.153296,0.013437057991513436,4.04
City 2259,-18.8,-72.85,6.38,4.82,1130.63,2091.15,72.53,44.55,2.91,Tropical,3221.78,0.5404153621872237,32.312115,0.013827759809794584,18.8
City 2260,-3.5,-72.7,6.08,4.51,1045.29,1719.3,78.18,39.73,2.84,Equatorial,2764.59,0.6076207638202639,31.060914000000004,0.014371027892020154,3.5
City 2261,40.6,-64.66,3.66,7.37,654.77,7796.52,79.86,130.02,3.35,Subtropical,8451.29,0.08397157044803988,103.83397200000002,0.015384633588481758,40.6
City 2262,18.25,-120.86,5.56,2.93,990.66,498.67,72.56,20.65,2.28,Tropical,1489.33,1.9826285348329897,14.983640000000001,0.013865295132710682,18.25
City 2263,56.03,101.94,3.79,5.06,649.86,2500.4,70.56,42.62,2.57,Temperate,3150.26,0.25979851283281363,30.072671999999997,0.013529042047323076,56.03
City 2264,-2.36,-135.9,7.22,2.95,1290.54,503.09,78.16,26.08,2.59,Equatorial,1793.6299999999999,2.560138070582634,20.384127999999997,0.014540345556218396,2.36
City 2265,18.92,48.57,5.6,8.14,966.65,9880.03,76.2,159.35,3.83,Tropical,10846.68,0.09782887006718935,121.42469999999999,0.014691131295474743,18.92
City 2266,22.07,-135.42,5.61,9.35,958.11,15047.6,79.6,250.46,4.3,Tropical,16005.710000000001,0.06366771659822176,199.36615999999998,0.015648165560915448,22.07
City 2267,16.92,-154.61,5.52,8.66,973.84,12387.16,72.52,193.76,3.96,Tropical,13361.0,0.07861054426161755,140.514752,0.014501908539779956,16.92
City 2268,31.34,147.39,4.88,5.09,860.77,2426.64,70.71,45.74,2.74,Subtropical,3287.41,0.3545706941721178,32.342754,0.0139136888918632,31.34
City 2269,-29.13,-111.55,5.0,4.03,854.29,1260.39,74.92,30.29,2.51,Tropical,2114.6800000000003,0.6772607995940985,22.693268,0.014323680178561293,29.13
City 2270,6.61,115.65,7.02,5.9,1216.11,3821.12,70.85,65.62,3.28,Equatorial,5037.23,0.3181768233336473,46.491769999999995,0.013027000950919456,6.61
City 2271,-46.45,16.07,4.23,10.23,761.46,20983.0,72.62,305.75,4.33,Temperate,21744.46,0.03628764773160503,222.03565000000003,0.01406105279229744,46.45
City 2272,-10.01,-151.97,6.55,6.0,1157.24,4240.87,71.26,76.45,3.26,Equatorial,5398.11,0.27281364115354784,54.47827,0.01416236423488962,10.01
City 2273,3.4,163.96,6.58,1.0,1166.83,18.93,72.24,15.78,1.94,Equatorial,1185.76,58.546412443552434,11.399471999999998,0.013307920658480637,3.4
City 2274,24.79,-91.09,5.64,4.31,970.06,1471.83,71.06,32.12,2.64,Tropical,2441.89,0.6586367741015596,22.824472,0.013153745664219108,24.79
City 2275,63.57,129.47,2.5,10.28,427.68,20976.42,79.54,311.52,4.18,Polar,21404.1,0.020387635848450384,247.783008,0.014554220920290973,63.57
City 2276,18.08,-119.23,5.19,7.03,897.21,6933.23,72.79,110.99,3.39,Tropical,7830.44,0.12938855503783406,80.78962100000001,0.014174171566348762,18.08
City 2277,36.67,127.42,4.23,9.58,729.91,16947.16,74.44,247.55,4.11,Subtropical,17677.07,0.04306721201593565,184.27622,0.014004017634144121,36.67
City 2278,5.81,-175.24,6.64,4.94,1143.55,2181.36,78.99,47.6,3.04,Equatorial,3324.91,0.5239969574222401,37.59924,0.014316176979226507,5.81
City 2279,22.43,4.24,5.88,7.07,1011.75,6374.15,76.77,111.99,3.54,Tropical,7385.9,0.1587021481847486,85.974723,0.015162674826358332,22.43
City 2280,-50.78,97.0,3.35,9.29,589.41,14945.7,76.18,226.22,3.89,Temperate,15535.11,0.03943412258224223,172.33439600000003,0.0145618537622199,50.78
City 2281,-26.93,156.53,4.51,8.41,781.56,10927.87,77.06,168.38,3.76,Tropical,11709.43,0.07151334035449226,129.75362800000002,0.014379863067630106,26.93
City 2282,-12.96,147.31,6.12,6.08,1090.83,4406.89,78.29,80.43,3.29,Equatorial,5497.72,0.24747214653723207,62.96864700000001,0.014629701039703732,12.96
City 2283,1.42,115.06,6.96,4.31,1195.49,1572.85,78.78,40.52,2.92,Equatorial,2768.34,0.7595958954157004,31.921656000000002,0.014636930434845432,1.42
City 2284,-54.07,139.75,3.31,8.74,577.79,12344.15,76.43,186.76,3.69,Temperate,12921.939999999999,0.04680299550835753,142.740668,0.014452938181109029,54.07
City 2285,-41.8,-108.28,4.53,8.38,771.43,10987.38,78.9,173.25,3.78,Subtropical,11758.81,0.07020416112293168,136.69425,0.014733633760559105,41.8
City 2286,-24.01,-77.69,5.83,7.61,1018.91,8150.32,75.35,131.94,3.68,Tropical,9169.23,0.12499938660241532,99.41678999999998,0.01438943073736835,24.01
City 2287,66.3,-75.97,2.06,11.3,351.68,28583.03,72.77,411.59,4.45,Polar,28934.71,0.01230337359707501,299.51404299999996,0.014224784005092845,66.3
City 2288,-16.92,-44.26,5.51,6.64,990.07,5575.35,78.8,100.1,3.38,Tropical,6565.42,0.17754803769490796,78.8788,0.01524654934490101,16.92
City 2289,2.67,-38.4,6.29,7.62,1119.62,8555.97,75.41,135.64,3.76,Equatorial,9675.59,0.13084304374095035,102.28612399999999,0.014018783350679388,2.67
City 2290,-34.51,16.04,4.93,8.11,862.94,10058.19,79.06,164.55,3.76,Subtropical,10921.130000000001,0.08578623129695333,130.09323000000003,0.015067122175086278,34.51
City 2291,19.4,-122.44,6.37,4.32,1087.79,1550.4,70.4,36.55,2.75,Tropical,2638.19,0.7011666881526363,25.731199999999998,0.013854195490089795,19.4
City 2292,-23.51,68.85,5.2,8.56,914.22,11774.59,73.98,170.24,3.87,Tropical,12688.81,0.0776368742457915,125.94355200000001,0.013416545759610241,23.51
City 2293,-33.09,-119.68,4.56,3.89,810.32,1102.6,79.48,27.6,2.46,Subtropical,1912.92,0.7342515404131933,21.936480000000003,0.014428204002258327,33.09
City 2294,7.15,-68.29,7.23,2.01,1243.33,156.92,72.5,19.4,2.29,Equatorial,1400.25,7.873163627152989,14.065,0.013854668809141223,7.15
City 2295,-59.28,1.2,3.1,10.77,545.12,23950.08,79.42,375.02,4.48,Temperate,24495.2,0.022759725239947425,297.840884,0.015309938273620953,59.28
City 2296,-59.0,106.72,3.09,11.19,550.08,26053.08,79.54,389.83,4.6,Temperate,26603.160000000003,0.021113008020240975,310.070782,0.014653522363508694,59.0
City 2297,-31.52,86.21,4.2,4.04,745.92,1206.13,78.82,29.99,2.44,Subtropical,1952.0500000000002,0.6179284749778399,23.638117999999995,0.015363335980123457,31.52
City 2298,-55.23,52.39,3.47,8.57,618.39,11775.35,75.64,180.85,3.66,Temperate,12393.74,0.052511177062502384,136.79494,0.01459204404804361,55.23
City 2299,-45.96,-123.92,3.32,7.08,593.32,6684.1,76.47,110.45,3.17,Temperate,7277.42,0.08875259906358918,84.461115,0.015177081987847342,45.96
City 2300,-15.95,16.94,5.32,4.38,953.68,1616.07,78.7,37.08,2.7,Tropical,2569.75,0.5897580191333709,29.18196,0.014429419204202742,15.95
City 2301,44.34,-148.52,3.72,10.79,648.02,24927.65,77.76,387.86,4.57,Subtropical,25575.670000000002,0.025994989700605525,301.599936,0.015165194108306839,44.34
City 2302,14.37,-44.15,5.7,7.2,1001.68,6753.62,76.3,107.5,3.53,Equatorial,7755.3,0.14829553698061473,82.0225,0.0138614882725362,14.37
City 2303,6.65,-31.13,6.42,4.62,1142.86,1819.36,79.82,45.23,2.94,Equatorial,2962.22,0.6278208705970247,36.102585999999995,0.015268953690137803,6.65
City 2304,-21.85,-165.67,4.75,4.82,840.66,2058.7,76.86,42.57,2.71,Tropical,2899.3599999999997,0.4081468174976939,32.719302,0.014682550631863585,21.85
City 2305,61.13,-81.36,3.2,6.74,575.94,5815.43,79.75,95.71,3.08,Polar,6391.370000000001,0.09901950165307587,76.32872499999999,0.014974880190006208,61.13
City 2306,-8.39,164.03,6.98,8.39,1186.99,11135.25,70.57,171.22,4.05,Equatorial,12322.24,0.10658794477494668,120.82995399999999,0.013895200872568625,8.39
City 2307,-48.68,163.31,2.62,10.35,454.51,21561.5,71.39,283.05,4.09,Temperate,22016.01,0.021078724637681158,202.06939500000001,0.012856553026638344,48.68
City 2308,20.22,-53.16,6.07,4.26,1049.64,1424.21,74.51,35.1,2.73,Tropical,2473.8500000000004,0.7364809396509988,26.153010000000005,0.014188410776724537,20.22
City 2309,-45.2,-164.48,3.43,10.32,592.21,21085.2,73.85,295.11,4.24,Temperate,21677.41,0.028085193159507166,217.93873499999998,0.013613711232107526,45.2
City 2310,-15.12,-115.53,6.37,5.34,1097.08,3004.25,77.83,62.2,3.11,Tropical,4101.33,0.3650544879793694,48.41026,0.015165812065842057,15.12
City 2311,5.96,-38.8,6.55,3.88,1159.65,1156.52,71.61,30.0,2.66,Equatorial,2316.17,1.0018401409910844,21.483,0.012952417136911367,5.96
City 2312,53.65,161.2,3.26,10.45,556.79,22748.32,79.76,365.51,4.41,Temperate,23305.11,0.024475017275241633,291.530776,0.01568368482277063,53.65
City 2313,4.16,-129.17,6.62,2.56,1173.82,328.84,73.15,21.63,2.35,Equatorial,1502.6599999999999,3.5587557603686637,15.822345,0.01439447379979503,4.16
City 2314,31.29,94.87,5.42,6.27,958.19,4883.43,74.29,85.34,3.21,Subtropical,5841.620000000001,0.1961723271702123,63.399086000000004,0.014608961212814253,31.29
City 2315,69.07,-140.87,1.55,11.21,266.62,26019.16,72.75,350.04,4.26,Polar,26285.78,0.010246670274125909,254.6541,0.013316705838670187,69.07
City 2316,-42.91,173.25,4.3,7.04,741.95,6423.83,75.79,104.61,3.29,Subtropical,7165.78,0.11548165476751915,79.28391900000001,0.014598550332273667,42.91
City 2317,-24.28,-42.62,5.85,8.1,1031.42,9577.1,70.59,135.0,3.76,Tropical,10608.52,0.10768524028773974,95.2965,0.012725620538963022,24.28
City 2318,-8.71,99.08,6.75,9.54,1198.74,16872.8,71.5,254.48,4.44,Equatorial,18071.54,0.07104149628418022,181.9532,0.014081810404647305,8.71
City 2319,-5.16,-56.67,7.5,2.63,1340.74,361.76,77.46,25.64,2.54,Equatorial,1702.5,3.6959422207520123,19.860744,0.015060205580029368,5.16
City 2320,-6.57,45.96,6.28,1.0,1120.37,18.37,71.87,15.6,1.89,Equatorial,1138.7399999999998,57.84047496128032,11.21172,0.01369935191527478,6.57
City 2321,57.99,-110.87,3.42,4.79,614.29,2124.34,72.36,38.56,2.47,Temperate,2738.63,0.28903140203449795,27.902016000000003,0.014080032717088471,57.99
City 2322,32.82,-127.43,4.65,6.91,817.4,6421.03,77.93,102.6,3.32,Subtropical,7238.429999999999,0.12728062621943528,79.95618,0.014174344436569808,32.82
City 2323,19.03,157.7,6.28,4.24,1125.52,1518.67,70.93,35.74,2.72,Tropical,2644.19,0.7406344798541789,25.350382000000003,0.013516426580540733,19.03
City 2324,-19.78,150.35,5.61,6.5,999.32,5293.17,74.37,86.97,3.3,Tropical,6292.49,0.18875857783184144,64.679589,0.01382123769763639,19.78
City 2325,47.09,139.49,3.51,9.04,628.03,14735.13,70.23,215.2,3.78,Temperate,15363.16,0.04261838080961555,151.13495999999998,0.014007534908182951,47.09
City 2326,64.16,45.16,3.16,6.41,537.91,4917.11,73.47,79.01,2.9,Polar,5455.0199999999995,0.10937331617226943,58.048647,0.014483906566795358,64.16
City 2327,46.76,110.98,3.48,4.14,625.45,1325.33,76.99,29.24,2.34,Temperate,1950.78,0.4715643919688163,22.511875999999997,0.014988876244374045,46.76
City 2328,-59.8,-155.15,2.11,10.72,368.32,23509.18,70.9,336.34,4.18,Temperate,23877.5,0.0156664049360745,238.46506000000002,0.01408606428646215,59.8
City 2329,22.73,-59.48,5.15,6.61,916.66,5424.4,78.88,93.51,3.31,Tropical,6341.0599999999995,0.16895712758506287,73.760688,0.014746745812214364,22.73
City 2330,-53.35,-67.07,3.57,8.27,612.27,10185.15,79.09,169.11,3.62,Temperate,10797.42,0.06010808794294213,133.74909900000003,0.015662074828986926,53.35
City 2331,-26.51,48.83,5.84,2.51,1015.97,307.14,71.05,17.53,2.2,Tropical,1323.1100000000001,3.2971052119166613,12.455065,0.013249087377466726,26.51
City 2332,-52.26,-51.86,3.4,10.4,586.75,21968.2,79.91,350.83,4.4,Temperate,22554.95,0.026707845529195418,280.34825299999994,0.01555445700389493,52.26
City 2333,18.49,-126.54,6.36,9.03,1100.54,14349.33,72.98,219.55,4.22,Tropical,15449.869999999999,0.07669091930290105,160.22759000000002,0.014210475557399514,18.49
City 2334,29.26,34.73,4.27,7.62,731.67,8271.46,70.84,115.04,3.39,Tropical,9003.13,0.08844648387541312,81.49433600000002,0.012777778394847127,29.26
City 2335,-45.12,113.18,3.62,6.39,644.61,4976.0,70.05,73.71,2.92,Temperate,5620.61,0.1295177817962628,51.633855,0.013114234931795659,45.12
City 2336,-10.1,-42.44,6.15,5.12,1045.84,2514.72,74.09,47.58,2.97,Equatorial,3560.5599999999995,0.41572194043852256,35.252022000000004,0.013363066483923878,10.1
City 2337,-0.69,-132.38,6.89,1.0,1193.61,18.03,76.3,18.48,2.02,Equatorial,1211.6399999999999,62.72254335260115,14.10024,0.015252055065861149,0.69
City 2338,-12.02,-109.19,6.2,7.85,1064.89,9241.56,73.32,137.87,3.78,Equatorial,10306.449999999999,0.11521591420558808,101.08628399999999,0.013377059996410017,12.02
City 2339,-44.27,-94.51,4.25,8.63,746.97,11733.58,78.37,186.67,3.82,Subtropical,12480.55,0.06365545251726096,146.293279,0.014956872894223412,44.27
City 2340,-5.54,-72.04,6.39,1.0,1102.55,18.16,77.17,16.93,1.96,Equatorial,1120.71,57.54436325678497,13.064881,0.015106494989783262,5.54
City 2341,37.65,51.41,4.43,7.01,765.23,6731.44,73.5,101.4,3.27,Subtropical,7496.67,0.1136630998568127,74.52900000000001,0.01352600554646263,37.65
City 2342,-50.77,36.34,3.42,10.24,598.73,19320.31,77.34,292.25,4.25,Temperate,19919.04,0.03098806447388919,226.02615000000003,0.014671891818079586,50.77
City 2343,-49.58,70.59,3.07,8.13,541.35,10683.73,79.4,171.27,3.51,Temperate,11225.08,0.0506657631966367,135.98838,0.015257797717254577,49.58
City 2344,-13.88,-49.5,5.97,4.7,1022.41,1973.58,70.93,38.93,2.79,Equatorial,2995.99,0.5177860608331899,27.613049,0.012994035360598668,13.88
City 2345,62.42,116.64,2.56,7.18,439.43,7394.76,73.06,111.94,3.05,Polar,7834.1900000000005,0.05941647646759765,81.783364,0.01428865013485759,62.42
City 2346,26.91,-106.53,5.03,8.11,868.13,9655.41,74.63,146.08,3.71,Tropical,10523.539999999999,0.08990194078337602,109.019504,0.01388126048839079,26.91
City 2347,28.23,-11.15,5.04,5.2,905.87,2697.43,74.98,49.77,2.84,Tropical,3603.2999999999997,0.3357026122597214,37.317546,0.013812338689534595,28.23
City 2348,-12.95,108.34,6.13,1.0,1066.67,18.7,75.42,15.65,1.9,Equatorial,1085.3700000000001,54.14568527918782,11.803230000000001,0.014419046039599398,12.95
City 2349,17.18,-115.14,5.58,4.79,982.29,2162.89,73.01,43.22,2.79,Tropical,3145.18,0.4539463651109807,31.554922,0.01374166184447313,17.18
City 2350,-58.68,-140.45,3.53,12.32,608.38,35020.17,76.67,541.99,5.14,Temperate,35628.549999999996,0.017371778270114907,415.543733,0.015212238499742485,58.68
City 2351,22.69,138.13,4.83,5.3,844.23,2760.35,76.45,54.45,2.86,Tropical,3604.58,0.3057308924982346,41.627025,0.015105782088343164,22.69
City 2352,58.73,-56.55,2.53,14.22,431.74,56661.3,75.78,820.58,5.87,Temperate,57093.04,0.007619528328359421,621.835524,0.014372680102513372,58.73
City 2353,19.63,66.19,7.02,7.04,1195.08,6530.4,71.14,102.87,3.62,Tropical,7725.48,0.1829745536944606,73.181718,0.013315677472467731,19.63
City 2354,53.58,-170.87,2.73,10.2,476.96,19165.5,74.77,273.92,4.09,Temperate,19642.46,0.024885085957269192,204.80998400000001,0.013945300130431729,53.58
City 2355,34.12,68.42,3.93,7.09,684.63,6695.27,73.56,100.62,3.22,Subtropical,7379.900000000001,0.10224050105506498,74.01607200000001,0.013634331088497135,34.12
City 2356,-44.33,-66.2,4.26,8.26,730.77,10889.81,74.91,166.17,3.67,Subtropical,11620.58,0.06709969230938746,124.47794699999999,0.014299630483160047,44.33
City 2357,57.32,-159.93,1.95,9.07,344.75,13825.38,79.22,220.13,3.66,Temperate,14170.13,0.024934219947665263,174.386986,0.015534790435938133,57.32
City 2358,-51.36,39.53,3.29,8.38,591.43,11103.29,74.81,162.91,3.55,Temperate,11694.720000000001,0.053261397171723714,121.87297099999999,0.013930218081322167,51.36
City 2359,9.42,-93.31,7.41,6.27,1289.68,4462.13,70.14,74.15,3.44,Equatorial,5751.81,0.28896312677425934,52.008810000000004,0.012891594124284356,9.42
City 2360,-41.52,-40.75,3.32,5.81,585.31,3766.02,74.39,61.34,2.76,Subtropical,4351.33,0.1553774601674533,45.630826000000006,0.014096839357162064,41.52
City 2361,-58.48,-150.99,1.92,7.16,344.09,7156.56,78.21,106.4,3.0,Temperate,7500.650000000001,0.0480736452087024,83.21544,0.01418543726210395,58.48
City 2362,-5.14,-127.02,5.89,1.71,1050.44,93.41,77.8,17.27,2.07,Equatorial,1143.8500000000001,11.12636373265544,13.43606,0.015098133496524892,5.14
City 2363,-21.64,-72.73,5.93,11.28,1036.3,27030.75,75.13,401.44,5.0,Tropical,28067.05,0.03833640071397523,301.60187199999996,0.014302892537690994,21.64
City 2364,3.18,-147.69,7.34,5.64,1301.89,3267.69,72.5,62.92,3.28,Equatorial,4569.58,0.3982910584974409,45.617,0.013769317967953292,3.18
City 2365,15.04,147.9,5.69,6.26,974.79,4525.19,74.65,76.37,3.24,Tropical,5499.98,0.21536656658248993,57.010205000000006,0.01388550503820014,15.04
City 2366,-54.31,-177.82,3.54,6.79,619.86,5725.62,75.64,95.08,3.1,Temperate,6345.48,0.10824185994530806,71.918512,0.01498389404741643,54.31
City 2367,-44.01,-5.81,4.61,9.96,797.33,18732.85,80.0,284.06,4.36,Subtropical,19530.18,0.04256092581076501,227.248,0.014544668815136368,44.01
City 2368,12.62,-135.63,7.01,4.97,1203.0,2340.99,76.44,53.48,3.09,Equatorial,3543.99,0.5136657287178853,40.880112,0.015090336033679553,12.62
City 2369,-15.39,-69.24,5.8,6.07,1010.66,4459.48,76.94,78.93,3.23,Tropical,5470.139999999999,0.2265809957672717,60.728742000000004,0.01442924678344613,15.39
City 2370,34.79,153.38,3.41,5.04,584.82,2320.01,74.91,43.0,2.56,Subtropical,2904.8300000000004,0.2519678932878359,32.211299999999994,0.014802931668978905,34.79
City 2371,24.8,-121.79,4.85,6.88,859.06,6253.86,73.54,101.79,3.3,Tropical,7112.92,0.13734280223698053,74.85636600000001,0.01431057849659493,24.8
City 2372,49.93,167.7,3.29,7.93,574.59,9513.07,78.13,143.51,3.44,Temperate,10087.66,0.060393711629197606,112.12436299999999,0.014226292321509645,49.93
City 2373,30.02,-105.91,4.77,5.09,836.03,2507.46,74.95,49.27,2.77,Subtropical,3343.49,0.3332841663809668,36.927865000000004,0.014736099106023947,30.02
City 2374,-4.11,86.96,6.62,6.25,1134.82,4812.0,79.95,92.06,3.44,Equatorial,5946.82,0.2357822563889466,73.60197,0.015480542542064499,4.11
City 2375,27.49,16.8,5.64,2.9,965.9,451.03,74.57,19.09,2.3,Tropical,1416.9299999999998,2.1368050793088953,14.235413,0.013472789763785086,27.49
City 2376,-24.2,138.41,5.94,7.83,1045.01,8686.63,70.68,125.65,3.7,Tropical,9731.64,0.12028712088337096,88.80942,0.012911492821353853,24.2
City 2377,-20.18,19.44,5.5,7.73,989.47,8932.07,76.83,146.89,3.7,Tropical,9921.539999999999,0.11076483224692071,112.855587,0.014805161295524687,20.18
City 2378,42.57,12.44,4.57,6.06,781.21,4154.7,70.47,67.22,2.97,Subtropical,4935.91,0.1879851769858267,47.369934,0.01361856273716498,42.57
City 2379,-1.97,-109.64,7.04,2.15,1217.13,178.17,72.51,19.72,2.3,Equatorial,1395.3000000000002,6.793157336607692,14.298972000000001,0.01413316132731312,1.97
City 2380,43.79,-120.16,3.97,7.82,708.88,8852.92,73.54,136.7,3.46,Subtropical,9561.8,0.08006397166452825,100.52918,0.014296471375682403,43.79
City 2381,46.91,149.94,4.17,9.4,711.78,15447.49,77.39,241.61,4.07,Temperate,16159.27,0.04607440597754214,186.98197900000002,0.014951789282560413,46.91
City 2382,51.48,-61.98,3.43,8.77,613.56,12956.64,74.94,198.64,3.72,Temperate,13570.199999999999,0.04735121519042047,148.86081599999997,0.014637956699238036,51.48
City 2383,59.16,-46.05,3.89,11.0,681.26,24418.52,70.29,337.84,4.5,Temperate,25099.78,0.027898173264666953,237.467736,0.013459878931209755,59.16
City 2384,-3.97,93.54,6.0,8.8,1044.98,12849.78,76.17,196.02,4.11,Equatorial,13894.76,0.08131646483715385,149.308434,0.014107476487539189,3.97
City 2385,-18.55,-58.02,5.44,4.59,942.36,1828.5,74.11,40.71,2.72,Tropical,2770.86,0.5150915550696912,30.170181000000003,0.014692189428552868,18.55
City 2386,15.69,162.74,5.84,1.28,1009.93,39.73,79.22,15.0,1.97,Tropical,1049.6599999999999,24.795727964645224,11.883,0.014290341634434009,15.69
City 2387,-11.75,85.65,6.4,7.24,1107.12,7568.93,75.0,121.89,3.65,Equatorial,8676.05,0.14625234315244656,91.4175,0.014049020003342537,11.75
City 2388,18.14,35.07,6.36,10.02,1138.23,18212.04,77.09,290.25,4.61,Tropical,19350.27,0.0624953330141481,223.753725,0.014999790700594874,18.14
City 2389,31.73,137.12,4.77,8.15,844.89,10791.78,72.19,158.38,3.67,Subtropical,11636.67,0.07828288911661314,114.33452199999999,0.01361042291308424,31.73
City 2390,29.49,-162.14,4.22,4.23,746.44,1450.35,77.61,30.77,2.48,Tropical,2196.79,0.5143073690012747,23.880596999999998,0.014006800832123235,29.49
City 2391,-11.31,-87.46,6.63,4.82,1180.0,2195.33,77.21,47.25,2.99,Equatorial,3375.33,0.5372598835329846,36.481725,0.013998631244944939,11.31
City 2392,-38.31,-12.59,4.7,5.03,810.38,2406.75,79.04,49.07,2.79,Subtropical,3217.13,0.3365714879036445,38.78492800000001,0.015252725255118692,38.31
City 2393,-4.03,-98.29,5.75,6.01,1012.49,4105.04,70.34,71.74,3.13,Equatorial,5117.53,0.24658551791994232,50.461916,0.014018481572164697,4.03
City 2394,-41.46,87.81,4.1,4.77,715.11,2141.8,74.48,40.65,2.58,Subtropical,2856.9100000000003,0.33372689938398353,30.276120000000002,0.014228659635760312,41.46
City 2395,55.71,150.91,2.31,8.82,409.89,13584.11,76.79,204.32,3.6,Temperate,13994.0,0.030172004496099036,156.89732800000002,0.01460054308989567,55.71
City 2396,-15.04,-27.44,5.62,2.99,971.94,495.28,70.95,19.4,2.29,Tropical,1467.22,1.9584508745063274,13.7643,0.013222284320006541,15.04
